,Date,Day(Eng),Day(Nufi),Date (Jour-Mois-Annee),Date (yyyy-mm-dd),Nufi_Date,Nufi_Full_Date
14,August 15 2087,Friday,Nshwīe'ko,15-08-2087,2087 August 15,"līē' 15, Mɑ̂ngà'nshì, Ngù' 2087","Nshwīe'ko, līē' 15, Mɑ̂ngà'nshì, Ngù' 2087"
15,August 16 2087,Saturday,Ncômntēē,16-08-2087,2087 August 16,"līē' 16, Mɑ̂ngà'nshì, Ngù' 2087","Ncômntēē, līē' 16, Mɑ̂ngà'nshì, Ngù' 2087"
16,August 17 2087,Sunday,Nzîngū,17-08-2087,2087 August 17,"līē' 17, Mɑ̂ngà'nshì, Ngù' 2087","Nzîngū, līē' 17, Mɑ̂ngà'nshì, Ngù' 2087"
17,August 18 2087,Monday,Nzîsō,18-08-2087,2087 August 18,"līē' 18, Mɑ̂ngà'nshì, Ngù' 2087","Nzîsō, līē' 18, Mɑ̂ngà'nshì, Ngù' 2087"
18,August 19 2087,Tuesday,Nthʉ̂'kwɑ̀,19-08-2087,2087 August 19,"līē' 19, Mɑ̂ngà'nshì, Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 19, Mɑ̂ngà'nshì, Ngù' 2087"
19,August 20 2087,Wednesday,Nthʉ̂'ntāā,20-08-2087,2087 August 20,"līē' 20, Mɑ̂ngà'nshì, Ngù' 2087","Nthʉ̂'ntāā, līē' 20, Mɑ̂ngà'nshì, Ngù' 2087"
20,August 21 2087,Thursday,Líé'nkwe',21-08-2087,2087 August 21,"līē' 21, Mɑ̂ngà'nshì, Ngù' 2087","Líé'nkwe', līē' 21, Mɑ̂ngà'nshì, Ngù' 2087"
21,August 22 2087,Friday,Nkɑ́ɑ́tēē,22-08-2087,2087 August 22,"līē' 22, Mɑ̂ngà'nshì, Ngù' 2087","Nkɑ́ɑ́tēē, līē' 22, Mɑ̂ngà'nshì, Ngù' 2087"
22,August 23 2087,Saturday,Nshwīe'ko,23-08-2087,2087 August 23,"līē' 23, Mɑ̂ngà'nshì, Ngù' 2087","Nshwīe'ko, līē' 23, Mɑ̂ngà'nshì, Ngù' 2087"
23,August 24 2087,Sunday,Ncômntēē,24-08-2087,2087 August 24,"līē' 24, Mɑ̂ngà'nshì, Ngù' 2087","Ncômntēē, līē' 24, Mɑ̂ngà'nshì, Ngù' 2087"
24,August 25 2087,Monday,Nzîngū,25-08-2087,2087 August 25,"līē' 25, Mɑ̂ngà'nshì, Ngù' 2087","Nzîngū, līē' 25, Mɑ̂ngà'nshì, Ngù' 2087"
25,August 26 2087,Tuesday,Nzîsō,26-08-2087,2087 August 26,"līē' 26, Mɑ̂ngà'nshì, Ngù' 2087","Nzîsō, līē' 26, Mɑ̂ngà'nshì, Ngù' 2087"
26,August 27 2087,Wednesday,Nthʉ̂'kwɑ̀,27-08-2087,2087 August 27,"līē' 27, Mɑ̂ngà'nshì, Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 27, Mɑ̂ngà'nshì, Ngù' 2087"
27,August 28 2087,Thursday,Nthʉ̂'ntāā,28-08-2087,2087 August 28,"līē' 28, Mɑ̂ngà'nshì, Ngù' 2087","Nthʉ̂'ntāā, līē' 28, Mɑ̂ngà'nshì, Ngù' 2087"
28,August 29 2087,Friday,Líé'nkwe',29-08-2087,2087 August 29,"līē' 29, Mɑ̂ngà'nshì, Ngù' 2087","Líé'nkwe', līē' 29, Mɑ̂ngà'nshì, Ngù' 2087"
29,August 30 2087,Saturday,Nkɑ́ɑ́tēē,30-08-2087,2087 August 30,"līē' 30, Mɑ̂ngà'nshì, Ngù' 2087","Nkɑ́ɑ́tēē, līē' 30, Mɑ̂ngà'nshì, Ngù' 2087"
30,August 31 2087,Sunday,Nshwīe'ko,31-08-2087,2087 August 31,"līē' 31, Mɑ̂ngà'nshì, Ngù' 2087","Nshwīe'ko, līē' 31, Mɑ̂ngà'nshì, Ngù' 2087"
0,September 1 2087,Monday,Ncômntēē,01-09-2087,2087 September 01,"Ntûmbhì līē', Kùkū', Ngù' 2087","Ncômntēē, Ntûmbhì līē', Kùkū', Ngù' 2087"
1,September 2 2087,Tuesday,Nzîngū,02-09-2087,2087 September 02,"līē' 2, Kùkū', Ngù' 2087","Nzîngū, līē' 2, Kùkū', Ngù' 2087"
2,September 3 2087,Wednesday,Nzîsō,03-09-2087,2087 September 03,"līē' 3, Kùkū', Ngù' 2087","Nzîsō, līē' 3, Kùkū', Ngù' 2087"
3,September 4 2087,Thursday,Nthʉ̂'kwɑ̀,04-09-2087,2087 September 04,"līē' 4, Kùkū', Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 4, Kùkū', Ngù' 2087"
4,September 5 2087,Friday,Nthʉ̂'ntāā,05-09-2087,2087 September 05,"līē' 5, Kùkū', Ngù' 2087","Nthʉ̂'ntāā, līē' 5, Kùkū', Ngù' 2087"
5,September 6 2087,Saturday,Líé'nkwe',06-09-2087,2087 September 06,"līē' 6, Kùkū', Ngù' 2087","Líé'nkwe', līē' 6, Kùkū', Ngù' 2087"
6,September 7 2087,Sunday,Nkɑ́ɑ́tēē,07-09-2087,2087 September 07,"līē' 7, Kùkū', Ngù' 2087","Nkɑ́ɑ́tēē, līē' 7, Kùkū', Ngù' 2087"
7,September 8 2087,Monday,Nshwīe'ko,08-09-2087,2087 September 08,"līē' 8, Kùkū', Ngù' 2087","Nshwīe'ko, līē' 8, Kùkū', Ngù' 2087"
8,September 9 2087,Tuesday,Ncômntēē,09-09-2087,2087 September 09,"līē' 9, Kùkū', Ngù' 2087","Ncômntēē, līē' 9, Kùkū', Ngù' 2087"
9,September 10 2087,Wednesday,Nzîngū,10-09-2087,2087 September 10,"līē' 10, Kùkū', Ngù' 2087","Nzîngū, līē' 10, Kùkū', Ngù' 2087"
10,September 11 2087,Thursday,Nzîsō,11-09-2087,2087 September 11,"līē' 11, Kùkū', Ngù' 2087","Nzîsō, līē' 11, Kùkū', Ngù' 2087"
11,September 12 2087,Friday,Nthʉ̂'kwɑ̀,12-09-2087,2087 September 12,"līē' 12, Kùkū', Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 12, Kùkū', Ngù' 2087"
12,September 13 2087,Saturday,Nthʉ̂'ntāā,13-09-2087,2087 September 13,"līē' 13, Kùkū', Ngù' 2087","Nthʉ̂'ntāā, līē' 13, Kùkū', Ngù' 2087"
13,September 14 2087,Sunday,Líé'nkwe',14-09-2087,2087 September 14,"līē' 14, Kùkū', Ngù' 2087","Líé'nkwe', līē' 14, Kùkū', Ngù' 2087"
14,September 15 2087,Monday,Nkɑ́ɑ́tēē,15-09-2087,2087 September 15,"līē' 15, Kùkū', Ngù' 2087","Nkɑ́ɑ́tēē, līē' 15, Kùkū', Ngù' 2087"
15,September 16 2087,Tuesday,Nshwīe'ko,16-09-2087,2087 September 16,"līē' 16, Kùkū', Ngù' 2087","Nshwīe'ko, līē' 16, Kùkū', Ngù' 2087"
16,September 17 2087,Wednesday,Ncômntēē,17-09-2087,2087 September 17,"līē' 17, Kùkū', Ngù' 2087","Ncômntēē, līē' 17, Kùkū', Ngù' 2087"
17,September 18 2087,Thursday,Nzîngū,18-09-2087,2087 September 18,"līē' 18, Kùkū', Ngù' 2087","Nzîngū, līē' 18, Kùkū', Ngù' 2087"
18,September 19 2087,Friday,Nzîsō,19-09-2087,2087 September 19,"līē' 19, Kùkū', Ngù' 2087","Nzîsō, līē' 19, Kùkū', Ngù' 2087"
19,September 20 2087,Saturday,Nthʉ̂'kwɑ̀,20-09-2087,2087 September 20,"līē' 20, Kùkū', Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 20, Kùkū', Ngù' 2087"
20,September 21 2087,Sunday,Nthʉ̂'ntāā,21-09-2087,2087 September 21,"līē' 21, Kùkū', Ngù' 2087","Nthʉ̂'ntāā, līē' 21, Kùkū', Ngù' 2087"
21,September 22 2087,Monday,Líé'nkwe',22-09-2087,2087 September 22,"līē' 22, Kùkū', Ngù' 2087","Líé'nkwe', līē' 22, Kùkū', Ngù' 2087"
22,September 23 2087,Tuesday,Nkɑ́ɑ́tēē,23-09-2087,2087 September 23,"līē' 23, Kùkū', Ngù' 2087","Nkɑ́ɑ́tēē, līē' 23, Kùkū', Ngù' 2087"
23,September 24 2087,Wednesday,Nshwīe'ko,24-09-2087,2087 September 24,"līē' 24, Kùkū', Ngù' 2087","Nshwīe'ko, līē' 24, Kùkū', Ngù' 2087"
24,September 25 2087,Thursday,Ncômntēē,25-09-2087,2087 September 25,"līē' 25, Kùkū', Ngù' 2087","Ncômntēē, līē' 25, Kùkū', Ngù' 2087"
25,September 26 2087,Friday,Nzîngū,26-09-2087,2087 September 26,"līē' 26, Kùkū', Ngù' 2087","Nzîngū, līē' 26, Kùkū', Ngù' 2087"
26,September 27 2087,Saturday,Nzîsō,27-09-2087,2087 September 27,"līē' 27, Kùkū', Ngù' 2087","Nzîsō, līē' 27, Kùkū', Ngù' 2087"
27,September 28 2087,Sunday,Nthʉ̂'kwɑ̀,28-09-2087,2087 September 28,"līē' 28, Kùkū', Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 28, Kùkū', Ngù' 2087"
28,September 29 2087,Monday,Nthʉ̂'ntāā,29-09-2087,2087 September 29,"līē' 29, Kùkū', Ngù' 2087","Nthʉ̂'ntāā, līē' 29, Kùkū', Ngù' 2087"
29,September 30 2087,Tuesday,Líé'nkwe',30-09-2087,2087 September 30,"līē' 30, Kùkū', Ngù' 2087","Líé'nkwe', līē' 30, Kùkū', Ngù' 2087"
0,October 1 2087,Wednesday,Nkɑ́ɑ́tēē,01-10-2087,2087 October 01,"Ntûmbhì līē', Ndʉ̌'nzɑ̄, Ngù' 2087","Nkɑ́ɑ́tēē, Ntûmbhì līē', Ndʉ̌'nzɑ̄, Ngù' 2087"
1,October 2 2087,Thursday,Nshwīe'ko,02-10-2087,2087 October 02,"līē' 2, Ndʉ̌'nzɑ̄, Ngù' 2087","Nshwīe'ko, līē' 2, Ndʉ̌'nzɑ̄, Ngù' 2087"
2,October 3 2087,Friday,Ncômntēē,03-10-2087,2087 October 03,"līē' 3, Ndʉ̌'nzɑ̄, Ngù' 2087","Ncômntēē, līē' 3, Ndʉ̌'nzɑ̄, Ngù' 2087"
3,October 4 2087,Saturday,Nzîngū,04-10-2087,2087 October 04,"līē' 4, Ndʉ̌'nzɑ̄, Ngù' 2087","Nzîngū, līē' 4, Ndʉ̌'nzɑ̄, Ngù' 2087"
4,October 5 2087,Sunday,Nzîsō,05-10-2087,2087 October 05,"līē' 5, Ndʉ̌'nzɑ̄, Ngù' 2087","Nzîsō, līē' 5, Ndʉ̌'nzɑ̄, Ngù' 2087"
5,October 6 2087,Monday,Nthʉ̂'kwɑ̀,06-10-2087,2087 October 06,"līē' 6, Ndʉ̌'nzɑ̄, Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 6, Ndʉ̌'nzɑ̄, Ngù' 2087"
6,October 7 2087,Tuesday,Nthʉ̂'ntāā,07-10-2087,2087 October 07,"līē' 7, Ndʉ̌'nzɑ̄, Ngù' 2087","Nthʉ̂'ntāā, līē' 7, Ndʉ̌'nzɑ̄, Ngù' 2087"
7,October 8 2087,Wednesday,Líé'nkwe',08-10-2087,2087 October 08,"līē' 8, Ndʉ̌'nzɑ̄, Ngù' 2087","Líé'nkwe', līē' 8, Ndʉ̌'nzɑ̄, Ngù' 2087"
8,October 9 2087,Thursday,Nkɑ́ɑ́tēē,09-10-2087,2087 October 09,"līē' 9, Ndʉ̌'nzɑ̄, Ngù' 2087","Nkɑ́ɑ́tēē, līē' 9, Ndʉ̌'nzɑ̄, Ngù' 2087"
9,October 10 2087,Friday,Nshwīe'ko,10-10-2087,2087 October 10,"līē' 10, Ndʉ̌'nzɑ̄, Ngù' 2087","Nshwīe'ko, līē' 10, Ndʉ̌'nzɑ̄, Ngù' 2087"
10,October 11 2087,Saturday,Ncômntēē,11-10-2087,2087 October 11,"līē' 11, Ndʉ̌'nzɑ̄, Ngù' 2087","Ncômntēē, līē' 11, Ndʉ̌'nzɑ̄, Ngù' 2087"
11,October 12 2087,Sunday,Nzîngū,12-10-2087,2087 October 12,"līē' 12, Ndʉ̌'nzɑ̄, Ngù' 2087","Nzîngū, līē' 12, Ndʉ̌'nzɑ̄, Ngù' 2087"
12,October 13 2087,Monday,Nzîsō,13-10-2087,2087 October 13,"līē' 13, Ndʉ̌'nzɑ̄, Ngù' 2087","Nzîsō, līē' 13, Ndʉ̌'nzɑ̄, Ngù' 2087"
13,October 14 2087,Tuesday,Nthʉ̂'kwɑ̀,14-10-2087,2087 October 14,"līē' 14, Ndʉ̌'nzɑ̄, Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 14, Ndʉ̌'nzɑ̄, Ngù' 2087"
14,October 15 2087,Wednesday,Nthʉ̂'ntāā,15-10-2087,2087 October 15,"līē' 15, Ndʉ̌'nzɑ̄, Ngù' 2087","Nthʉ̂'ntāā, līē' 15, Ndʉ̌'nzɑ̄, Ngù' 2087"
15,October 16 2087,Thursday,Líé'nkwe',16-10-2087,2087 October 16,"līē' 16, Ndʉ̌'nzɑ̄, Ngù' 2087","Líé'nkwe', līē' 16, Ndʉ̌'nzɑ̄, Ngù' 2087"
16,October 17 2087,Friday,Nkɑ́ɑ́tēē,17-10-2087,2087 October 17,"līē' 17, Ndʉ̌'nzɑ̄, Ngù' 2087","Nkɑ́ɑ́tēē, līē' 17, Ndʉ̌'nzɑ̄, Ngù' 2087"
17,October 18 2087,Saturday,Nshwīe'ko,18-10-2087,2087 October 18,"līē' 18, Ndʉ̌'nzɑ̄, Ngù' 2087","Nshwīe'ko, līē' 18, Ndʉ̌'nzɑ̄, Ngù' 2087"
18,October 19 2087,Sunday,Ncômntēē,19-10-2087,2087 October 19,"līē' 19, Ndʉ̌'nzɑ̄, Ngù' 2087","Ncômntēē, līē' 19, Ndʉ̌'nzɑ̄, Ngù' 2087"
19,October 20 2087,Monday,Nzîngū,20-10-2087,2087 October 20,"līē' 20, Ndʉ̌'nzɑ̄, Ngù' 2087","Nzîngū, līē' 20, Ndʉ̌'nzɑ̄, Ngù' 2087"
20,October 21 2087,Tuesday,Nzîsō,21-10-2087,2087 October 21,"līē' 21, Ndʉ̌'nzɑ̄, Ngù' 2087","Nzîsō, līē' 21, Ndʉ̌'nzɑ̄, Ngù' 2087"
21,October 22 2087,Wednesday,Nthʉ̂'kwɑ̀,22-10-2087,2087 October 22,"līē' 22, Ndʉ̌'nzɑ̄, Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 22, Ndʉ̌'nzɑ̄, Ngù' 2087"
22,October 23 2087,Thursday,Nthʉ̂'ntāā,23-10-2087,2087 October 23,"līē' 23, Ndʉ̌'nzɑ̄, Ngù' 2087","Nthʉ̂'ntāā, līē' 23, Ndʉ̌'nzɑ̄, Ngù' 2087"
23,October 24 2087,Friday,Líé'nkwe',24-10-2087,2087 October 24,"līē' 24, Ndʉ̌'nzɑ̄, Ngù' 2087","Líé'nkwe', līē' 24, Ndʉ̌'nzɑ̄, Ngù' 2087"
24,October 25 2087,Saturday,Nkɑ́ɑ́tēē,25-10-2087,2087 October 25,"līē' 25, Ndʉ̌'nzɑ̄, Ngù' 2087","Nkɑ́ɑ́tēē, līē' 25, Ndʉ̌'nzɑ̄, Ngù' 2087"
25,October 26 2087,Sunday,Nshwīe'ko,26-10-2087,2087 October 26,"līē' 26, Ndʉ̌'nzɑ̄, Ngù' 2087","Nshwīe'ko, līē' 26, Ndʉ̌'nzɑ̄, Ngù' 2087"
26,October 27 2087,Monday,Ncômntēē,27-10-2087,2087 October 27,"līē' 27, Ndʉ̌'nzɑ̄, Ngù' 2087","Ncômntēē, līē' 27, Ndʉ̌'nzɑ̄, Ngù' 2087"
27,October 28 2087,Tuesday,Nzîngū,28-10-2087,2087 October 28,"līē' 28, Ndʉ̌'nzɑ̄, Ngù' 2087","Nzîngū, līē' 28, Ndʉ̌'nzɑ̄, Ngù' 2087"
28,October 29 2087,Wednesday,Nzîsō,29-10-2087,2087 October 29,"līē' 29, Ndʉ̌'nzɑ̄, Ngù' 2087","Nzîsō, līē' 29, Ndʉ̌'nzɑ̄, Ngù' 2087"
29,October 30 2087,Thursday,Nthʉ̂'kwɑ̀,30-10-2087,2087 October 30,"līē' 30, Ndʉ̌'nzɑ̄, Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 30, Ndʉ̌'nzɑ̄, Ngù' 2087"
30,October 31 2087,Friday,Nthʉ̂'ntāā,31-10-2087,2087 October 31,"līē' 31, Ndʉ̌'nzɑ̄, Ngù' 2087","Nthʉ̂'ntāā, līē' 31, Ndʉ̌'nzɑ̄, Ngù' 2087"
0,November 1 2087,Saturday,Líé'nkwe',01-11-2087,2087 November 01,"Ntûmbhì līē', Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Líé'nkwe', Ntûmbhì līē', Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
1,November 2 2087,Sunday,Nkɑ́ɑ́tēē,02-11-2087,2087 November 02,"līē' 2, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nkɑ́ɑ́tēē, līē' 2, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
2,November 3 2087,Monday,Nshwīe'ko,03-11-2087,2087 November 03,"līē' 3, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nshwīe'ko, līē' 3, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
3,November 4 2087,Tuesday,Ncômntēē,04-11-2087,2087 November 04,"līē' 4, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Ncômntēē, līē' 4, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
4,November 5 2087,Wednesday,Nzîngū,05-11-2087,2087 November 05,"līē' 5, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nzîngū, līē' 5, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
5,November 6 2087,Thursday,Nzîsō,06-11-2087,2087 November 06,"līē' 6, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nzîsō, līē' 6, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
6,November 7 2087,Friday,Nthʉ̂'kwɑ̀,07-11-2087,2087 November 07,"līē' 7, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 7, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
7,November 8 2087,Saturday,Nthʉ̂'ntāā,08-11-2087,2087 November 08,"līē' 8, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nthʉ̂'ntāā, līē' 8, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
8,November 9 2087,Sunday,Líé'nkwe',09-11-2087,2087 November 09,"līē' 9, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Líé'nkwe', līē' 9, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
9,November 10 2087,Monday,Nkɑ́ɑ́tēē,10-11-2087,2087 November 10,"līē' 10, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nkɑ́ɑ́tēē, līē' 10, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
10,November 11 2087,Tuesday,Nshwīe'ko,11-11-2087,2087 November 11,"līē' 11, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nshwīe'ko, līē' 11, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
11,November 12 2087,Wednesday,Ncômntēē,12-11-2087,2087 November 12,"līē' 12, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Ncômntēē, līē' 12, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
12,November 13 2087,Thursday,Nzîngū,13-11-2087,2087 November 13,"līē' 13, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nzîngū, līē' 13, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
13,November 14 2087,Friday,Nzîsō,14-11-2087,2087 November 14,"līē' 14, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nzîsō, līē' 14, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
14,November 15 2087,Saturday,Nthʉ̂'kwɑ̀,15-11-2087,2087 November 15,"līē' 15, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 15, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
15,November 16 2087,Sunday,Nthʉ̂'ntāā,16-11-2087,2087 November 16,"līē' 16, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nthʉ̂'ntāā, līē' 16, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
16,November 17 2087,Monday,Líé'nkwe',17-11-2087,2087 November 17,"līē' 17, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Líé'nkwe', līē' 17, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
17,November 18 2087,Tuesday,Nkɑ́ɑ́tēē,18-11-2087,2087 November 18,"līē' 18, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nkɑ́ɑ́tēē, līē' 18, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
18,November 19 2087,Wednesday,Nshwīe'ko,19-11-2087,2087 November 19,"līē' 19, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nshwīe'ko, līē' 19, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
19,November 20 2087,Thursday,Ncômntēē,20-11-2087,2087 November 20,"līē' 20, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Ncômntēē, līē' 20, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
20,November 21 2087,Friday,Nzîngū,21-11-2087,2087 November 21,"līē' 21, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nzîngū, līē' 21, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
21,November 22 2087,Saturday,Nzîsō,22-11-2087,2087 November 22,"līē' 22, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nzîsō, līē' 22, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
22,November 23 2087,Sunday,Nthʉ̂'kwɑ̀,23-11-2087,2087 November 23,"līē' 23, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 23, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
23,November 24 2087,Monday,Nthʉ̂'ntāā,24-11-2087,2087 November 24,"līē' 24, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nthʉ̂'ntāā, līē' 24, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
24,November 25 2087,Tuesday,Líé'nkwe',25-11-2087,2087 November 25,"līē' 25, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Líé'nkwe', līē' 25, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
25,November 26 2087,Wednesday,Nkɑ́ɑ́tēē,26-11-2087,2087 November 26,"līē' 26, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nkɑ́ɑ́tēē, līē' 26, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
26,November 27 2087,Thursday,Nshwīe'ko,27-11-2087,2087 November 27,"līē' 27, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nshwīe'ko, līē' 27, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
27,November 28 2087,Friday,Ncômntēē,28-11-2087,2087 November 28,"līē' 28, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Ncômntēē, līē' 28, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
28,November 29 2087,Saturday,Nzîngū,29-11-2087,2087 November 29,"līē' 29, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nzîngū, līē' 29, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
29,November 30 2087,Sunday,Nzîsō,30-11-2087,2087 November 30,"līē' 30, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087","Nzîsō, līē' 30, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 2087"
0,December 1 2087,Monday,Nthʉ̂'kwɑ̀,01-12-2087,2087 December 01,"Ntûmbhì līē', Ncátmɑ̄ŋū, Ngù' 2087","Nthʉ̂'kwɑ̀, Ntûmbhì līē', Ncátmɑ̄ŋū, Ngù' 2087"
1,December 2 2087,Tuesday,Nthʉ̂'ntāā,02-12-2087,2087 December 02,"līē' 2, Ncátmɑ̄ŋū, Ngù' 2087","Nthʉ̂'ntāā, līē' 2, Ncátmɑ̄ŋū, Ngù' 2087"
2,December 3 2087,Wednesday,Líé'nkwe',03-12-2087,2087 December 03,"līē' 3, Ncátmɑ̄ŋū, Ngù' 2087","Líé'nkwe', līē' 3, Ncátmɑ̄ŋū, Ngù' 2087"
3,December 4 2087,Thursday,Nkɑ́ɑ́tēē,04-12-2087,2087 December 04,"līē' 4, Ncátmɑ̄ŋū, Ngù' 2087","Nkɑ́ɑ́tēē, līē' 4, Ncátmɑ̄ŋū, Ngù' 2087"
4,December 5 2087,Friday,Nshwīe'ko,05-12-2087,2087 December 05,"līē' 5, Ncátmɑ̄ŋū, Ngù' 2087","Nshwīe'ko, līē' 5, Ncátmɑ̄ŋū, Ngù' 2087"
5,December 6 2087,Saturday,Ncômntēē,06-12-2087,2087 December 06,"līē' 6, Ncátmɑ̄ŋū, Ngù' 2087","Ncômntēē, līē' 6, Ncátmɑ̄ŋū, Ngù' 2087"
6,December 7 2087,Sunday,Nzîngū,07-12-2087,2087 December 07,"līē' 7, Ncátmɑ̄ŋū, Ngù' 2087","Nzîngū, līē' 7, Ncátmɑ̄ŋū, Ngù' 2087"
7,December 8 2087,Monday,Nzîsō,08-12-2087,2087 December 08,"līē' 8, Ncátmɑ̄ŋū, Ngù' 2087","Nzîsō, līē' 8, Ncátmɑ̄ŋū, Ngù' 2087"
8,December 9 2087,Tuesday,Nthʉ̂'kwɑ̀,09-12-2087,2087 December 09,"līē' 9, Ncátmɑ̄ŋū, Ngù' 2087","Nthʉ̂'kwɑ̀, līē' 9, Ncátmɑ̄ŋū, Ngù' 2087"
9,December 10 2087,Wednesday,Nthʉ̂'ntāā,10-12-2087,2087 December 10,"līē' 10, Ncátmɑ̄ŋū, Ngù' 2087","Nthʉ̂'ntāā, līē' 10, Ncátmɑ̄ŋū, Ngù' 2087"
10,December 11 2087,Thursday,Líé'nkwe',11-12-2087,2087 December 11,"līē' 11, Ncátmɑ̄ŋū, Ngù' 2087","Líé'nkwe', līē' 11, Ncátmɑ̄ŋū, Ngù' 2087"
11,December 12 2087,Friday,Nkɑ́ɑ́tēē,12-12-2087,2087 December 12,"līē' 12, Ncátmɑ̄ŋū, Ngù' 2087","Nkɑ́ɑ́tēē, līē' 12, Ncátmɑ̄ŋū, Ngù' 2087"
